Time,Number of drops per frame,rain on ground
2025-11-20T00:00:23.736900,0.15,
2025-11-20T03:00:17.881360,0.15,
2025-11-20T06:00:19.003695,0.15,
2025-11-20T07:07:22.091496,0.15,rain:0.8957335948944092 
2025-11-20T07:09:22.663076,0.3,rain:0.8282772302627563 
2025-11-20T07:11:47.313138,0.15,rain:0.8057582974433899 
2025-11-20T07:12:59.583538,0.15,
2025-11-20T07:16:12.090253,0.05,rain:0.8340370059013367 
2025-11-20T07:17:48.404014,0.25,rain:0.7328667044639587 
2025-11-20T07:21:48.645695,0.05,rain:0.705997109413147 
2025-11-20T07:24:12.959987,0.55,
2025-11-20T07:26:37.063672,0.05,
2025-11-20T07:32:36.946855,0.05,
2025-11-20T07:47:29.221931,0.05,rain:0.7899695634841919 
2025-11-20T07:51:53.730836,0.05,
2025-11-20T07:59:55.311790,0.2,
2025-11-20T08:10:20.179666,0.2,
2025-11-20T08:21:10.460604,0.05,
2025-11-20T08:24:46.447459,0.25,
2025-11-20T08:27:10.443872,0.3,
2025-11-20T08:30:46.436751,0.05,
2025-11-20T08:31:58.557414,0.35000000000000003,
2025-11-20T08:32:22.512890,0.15,
2025-11-20T08:38:23.297767,0.75,
2025-11-20T08:41:11.528796,0.05,
2025-11-20T08:42:23.548014,0.2,
2025-11-20T08:45:13.706190,0.05,
2025-11-20T08:52:49.972168,0.05,rain:0.7034156918525696 
2025-11-20T08:53:14.003689,0.15,
2025-11-20T08:55:14.188233,0.05,
2025-11-20T08:56:50.204031,0.25,
2025-11-20T08:57:38.197880,0.3,
2025-11-20T08:58:02.193090,0.05,
2025-11-20T09:01:39.300245,0.15,
2025-11-20T09:12:52.354763,0.3,
2025-11-20T09:14:28.366264,0.05,
2025-11-20T09:30:32.804966,0.15,
2025-11-20T09:48:11.428349,0.2,
2025-11-20T09:57:25.151851,0.3,rain:0.7328076958656311 
2025-11-20T10:23:51.513264,0.25,
2025-11-20T10:39:08.570567,0.25,
2025-11-20T10:41:09.312806,0.05,
2025-11-20T10:44:46.317586,0.25,
2025-11-20T10:45:10.295795,0.2,
2025-11-20T10:46:46.384116,0.05,
2025-11-20T10:47:10.396350,0.05,
2025-11-20T10:50:22.542922,0.05,
2025-11-20T10:54:23.049065,0.25,
2025-11-20T11:16:56.364610,0.7000000000000001,
2025-11-20T11:24:09.633424,0.05,
2025-11-20T11:28:57.817823,0.15,rain:0.7676820755004883 
2025-11-20T11:31:47.072843,0.6,
2025-11-20T11:32:11.224957,0.15,
2025-11-20T11:33:47.502317,0.15,
2025-11-20T11:34:11.558699,0.55,
2025-11-20T11:34:59.553542,0.05,
2025-11-20T11:35:23.545978,0.25,
2025-11-20T11:35:47.530500,0.35000000000000003,
2025-11-20T11:38:12.474003,0.25,
2025-11-20T11:39:00.578651,0.2,rain:0.8010125756263733 
2025-11-20T11:39:48.620201,0.25,rain:0.7237915396690369 
2025-11-20T11:40:12.625848,0.5,
2025-11-20T11:40:36.683892,0.2,rain:0.7903056740760803 
2025-11-20T11:41:00.760685,0.15,rain:0.8241194486618042 
2025-11-20T11:42:12.958933,0.15,rain:0.7834777235984802 
2025-11-20T11:43:01.181940,0.05,rain:0.7911362648010254 
2025-11-20T11:43:49.326075,0.2,rain:0.8390528559684753 
2025-11-20T11:44:13.403280,0.05,rain:0.8238827586174011 
2025-11-20T11:44:37.543387,0.15,rain:0.8322476148605347 
2025-11-20T11:45:01.567023,0.5,
2025-11-20T11:45:25.578675,0.44999999999999996,rain:0.7210514545440674 
2025-11-20T11:45:50.367832,0.7000000000000001,rain:0.7295469045639038 
2025-11-20T11:46:14.704556,1.1500000000000001,rain:0.7317867875099182 
2025-11-20T11:46:38.982590,0.44999999999999996,rain:0.8102352023124695 
2025-11-20T11:47:03.245372,0.2,rain:0.8505581617355347 
2025-11-20T11:47:27.508450,0.15,rain:0.7762017846107483 
2025-11-20T11:49:04.405419,0.05,rain:0.8057827949523926 
2025-11-20T11:49:28.644869,0.3,
2025-11-20T11:49:52.714285,0.15,
2025-11-20T11:50:16.793681,0.2,
2025-11-20T11:51:04.944509,0.2,rain:0.7693222165107727 
2025-11-20T11:51:29.031682,0.15,rain:0.77362060546875 
2025-11-20T11:53:05.366984,0.05,rain:0.7379162311553955 
2025-11-20T11:53:53.545501,0.2,rain:0.8580875992774963 
2025-11-20T11:55:05.854318,0.15,rain:0.8203997611999512 
2025-11-20T11:55:54.014253,0.05,rain:0.7812808752059937 
2025-11-20T11:56:42.169855,0.25,rain:0.8933261036872864 
2025-11-20T11:58:42.531399,0.15,rain:0.7916805744171143 
2025-11-20T11:59:06.617380,0.25,rain:0.7271119952201843 
2025-11-20T11:59:30.692356,0.2,rain:0.8063179850578308 
2025-11-20T12:00:19.024204,0.75,
2025-11-20T12:00:43.312065,0.25,rain:0.774200439453125 
2025-11-20T12:01:07.567555,0.25,
2025-11-20T12:02:44.449090,0.15,rain:0.8091046214103699 
2025-11-20T12:03:32.632490,0.15,rain:0.8454061150550842 
2025-11-20T12:03:56.659722,0.15,rain:0.829178512096405 
2025-11-20T12:04:20.665457,0.05,rain:0.7019430994987488 
2025-11-20T12:05:32.766591,0.05,
2025-11-20T12:05:56.806622,0.25,rain:0.7505320310592651 
2025-11-20T12:10:44.839185,0.15,
2025-11-20T12:22:20.679825,0.2,
2025-11-20T12:22:44.685451,0.2,
2025-11-20T12:23:32.644038,0.2,
2025-11-20T12:26:20.483733,0.15,
2025-11-20T12:27:32.402418,0.15,
2025-11-20T12:32:20.606594,0.25,
2025-11-20T12:33:32.604870,0.3,
2025-11-20T12:33:56.654150,0.05,
2025-11-20T12:34:20.719690,0.15,
2025-11-20T12:34:44.779860,0.15,
2025-11-20T12:35:32.874577,0.05,
2025-11-20T12:39:33.320963,0.05,
2025-11-20T12:41:57.515057,0.05,
2025-11-20T12:42:45.614537,0.25,
2025-11-20T12:45:09.865257,0.05,
2025-11-20T12:45:33.873450,0.15,
2025-11-20T12:50:22.102115,0.2,
2025-11-20T12:50:46.179490,0.25,rain:0.7707057595252991 
2025-11-20T12:51:10.224113,0.15,
2025-11-20T12:55:58.647084,0.05,
2025-11-20T12:57:10.617646,0.05,
2025-11-20T13:01:34.911650,0.2,
2025-11-20T13:02:46.850903,0.15,
2025-11-20T13:07:11.021129,0.25,
2025-11-20T13:07:58.971728,0.2,
2025-11-20T13:08:22.970887,0.05,
2025-11-20T13:09:10.997601,0.15,
2025-11-20T13:09:35.011819,0.2,
2025-11-20T13:12:47.165385,0.05,
2025-11-20T13:13:59.116478,0.35000000000000003,
2025-11-20T13:15:59.108440,0.05,
2025-11-20T13:17:11.048921,0.15,
2025-11-20T13:17:59.095326,0.35000000000000003,
2025-11-20T13:18:23.258236,0.15,
2025-11-20T13:21:35.837263,0.2,
2025-11-20T13:21:59.850104,0.05,
2025-11-20T13:22:23.849828,0.3,
2025-11-20T13:22:47.914253,0.05,
2025-11-20T13:23:11.927792,0.05,
2025-11-20T13:23:35.958321,0.15,
2025-11-20T13:24:48.193257,0.05,
2025-11-20T13:28:01.089827,0.05,
2025-11-20T13:28:25.102592,0.2,
2025-11-20T13:29:37.085537,0.15,
2025-11-20T13:31:13.045052,0.05,rain:0.7133432626724243 
2025-11-20T13:32:25.140014,0.25,
2025-11-20T14:36:37.092664,0.25,
2025-11-20T14:49:02.152391,0.3,
2025-11-20T14:50:38.222804,0.2,
2025-11-20T14:58:14.450678,0.2,
2025-11-20T15:04:14.885182,0.15,
2025-11-20T15:05:02.901069,0.3,
2025-11-20T15:05:26.966137,0.25,
2025-11-20T15:05:51.038607,0.35000000000000003,
2025-11-20T15:08:39.338220,0.35000000000000003,
2025-11-20T15:09:27.387433,0.15,
2025-11-20T15:11:03.382589,0.25,
2025-11-20T15:11:27.398876,0.3,
2025-11-20T15:12:39.463769,0.25,
2025-11-20T15:13:03.499021,0.05,
2025-11-20T15:13:51.604133,0.3,
2025-11-20T15:15:03.604038,0.05,
2025-11-20T15:17:51.550358,0.25,
2025-11-20T15:18:39.543046,0.15,rain:0.7173931002616882 
2025-11-20T15:19:03.542992,0.2,
2025-11-20T15:19:27.566478,0.35000000000000003,
2025-11-20T15:20:39.725498,0.3,
2025-11-20T15:21:03.712624,0.15,
2025-11-20T15:22:39.850094,0.25,
2025-11-20T15:23:03.898050,0.25,
2025-11-20T15:23:51.966751,0.2,
2025-11-20T15:25:04.062339,0.2,
2025-11-20T15:26:40.891992,0.05,
2025-11-20T15:27:29.363947,0.05,
2025-11-20T15:29:29.745419,0.05,
2025-11-20T15:34:43.020178,0.2,
2025-11-20T15:36:19.187553,0.15,
2025-11-20T15:37:07.173259,0.15,
2025-11-20T15:40:43.413252,0.25,
2025-11-20T15:42:43.340259,0.2,
2025-11-20T15:43:07.353808,0.15,
2025-11-20T15:49:33.385901,0.2,
2025-11-20T15:50:21.361552,0.55,
2025-11-20T15:50:45.343010,0.05,
2025-11-20T15:51:09.326320,0.2,
2025-11-20T15:55:33.767759,0.2,
2025-11-20T15:56:21.794725,0.2,
2025-11-20T16:01:58.257945,0.05,
2025-11-20T16:09:35.094194,0.15,
2025-11-20T16:28:50.912999,0.15,
2025-11-20T16:55:19.542695,0.05,rain:0.9056512117385864 
2025-11-20T18:00:10.307678,0.2,rain:0.8286440968513489 
2025-11-20T21:00:08.743779,0.25,rain:0.9764507412910461 
