Time,Number of drops per frame,rain on ground
2025-11-15T00:00:22.279497,1.25,no_rain:0.9723424315452576 
2025-11-15T00:01:59.980970,1.4000000000000001,
2025-11-15T03:00:18.118029,0.25,no_rain:0.9462796449661255 
2025-11-15T06:00:10.460887,0.25,no_rain:0.9672470688819885 
2025-11-15T07:07:50.473157,0.2,no_rain:0.9916936755180359 
2025-11-15T07:09:02.864649,0.05,no_rain:0.9919959306716919 
2025-11-15T07:10:39.356714,0.05,no_rain:0.9925100803375244 
2025-11-15T07:11:27.587200,0.2,no_rain:0.9922846555709839 
2025-11-15T07:15:28.970457,0.25,no_rain:0.9927794337272644 
2025-11-15T07:18:17.797974,0.6,no_rain:0.9933990240097046 
2025-11-15T07:22:18.630788,0.2,no_rain:0.9936321377754211 
2025-11-15T07:23:54.728591,0.05,no_rain:0.9935315251350403 
2025-11-15T07:25:54.479048,0.2,no_rain:0.9926793575286865 
2025-11-15T07:28:41.929650,0.05,no_rain:0.9928348064422607 
2025-11-15T07:30:17.766680,0.15,no_rain:0.9925839900970459 
2025-11-15T07:45:03.051282,0.05,no_rain:0.9916987419128418 
2025-11-15T07:56:38.208574,0.05,no_rain:0.9913836717605591 
2025-11-15T08:13:25.315691,0.6,no_rain:0.99154132604599 
2025-11-15T08:15:49.701449,0.44999999999999996,no_rain:0.9920702576637268 
2025-11-15T08:17:02.032787,0.44999999999999996,no_rain:0.9904705286026001 
2025-11-15T08:21:02.881007,0.05,no_rain:0.9919862747192383 
2025-11-15T08:23:27.783923,0.15,no_rain:0.9912449717521667 
2025-11-15T08:27:04.916989,0.2,no_rain:0.9912136197090149 
2025-11-15T08:30:41.570171,0.15,no_rain:0.9909828305244446 
2025-11-15T08:41:07.251599,0.25,no_rain:0.9900750517845154 
2025-11-15T08:46:20.134404,0.25,no_rain:0.9912443161010742 
2025-11-15T08:58:47.849221,0.3,no_rain:0.9891690015792847 
2025-11-15T09:23:18.969729,0.25,no_rain:0.9902712106704712 
2025-11-15T09:38:57.169325,0.25,no_rain:0.9920727610588074 
2025-11-15T09:44:11.828453,0.3,no_rain:0.9914296269416809 
2025-11-15T09:47:25.654403,0.3,no_rain:0.990757167339325 
2025-11-15T09:57:29.424312,0.44999999999999996,no_rain:0.9908798933029175 
2025-11-15T10:28:55.543244,0.05,no_rain:0.992624819278717 
2025-11-15T10:48:11.998385,0.15,no_rain:0.9925278425216675 
2025-11-15T11:06:38.901702,0.05,no_rain:0.9919989705085754 
2025-11-15T11:09:04.352745,0.25,no_rain:0.9921610951423645 
2025-11-15T11:11:05.265042,0.3,no_rain:0.9923319816589355 
2025-11-15T11:20:43.902863,0.3,no_rain:0.9921993613243103 
2025-11-15T11:23:08.795594,0.15,no_rain:0.9911500215530396 
2025-11-15T11:25:09.323230,0.35000000000000003,no_rain:0.9917452931404114 
2025-11-15T11:28:46.051683,0.25,no_rain:0.991860568523407 
2025-11-15T11:30:24.082512,0.3,no_rain:0.9918360114097595 
2025-11-15T11:31:12.546544,0.2,no_rain:0.9902881383895874 
2025-11-15T11:34:26.415826,0.05,no_rain:0.9888023734092712 
2025-11-15T11:34:50.683433,0.2,no_rain:0.9896227121353149 
2025-11-15T11:35:14.913459,0.3,no_rain:0.9924719333648682 
2025-11-15T11:36:03.426322,0.35000000000000003,no_rain:0.987423300743103 
2025-11-15T11:36:27.733402,0.2,no_rain:0.9917435050010681 
2025-11-15T11:59:02.565647,0.05,no_rain:0.9925535321235657 
2025-11-15T11:59:50.792630,0.15,no_rain:0.9917854070663452 
2025-11-15T12:01:52.169547,0.05,no_rain:0.992207944393158 
2025-11-15T12:08:20.075346,0.05,no_rain:0.9914308190345764 
2025-11-15T12:09:08.575202,0.3,no_rain:0.9911434650421143 
2025-11-15T12:10:45.536907,0.7000000000000001,no_rain:0.9911477565765381 
2025-11-15T12:11:34.034458,0.15,no_rain:0.991546094417572 
2025-11-15T12:16:01.052979,0.15,no_rain:0.9912400841712952 
2025-11-15T12:20:28.360012,0.3,no_rain:0.991330623626709 
2025-11-15T12:21:41.047336,0.2,no_rain:0.9907795190811157 
2025-11-15T12:22:05.301166,0.25,no_rain:0.9909235835075378 
2025-11-15T12:24:06.571667,2.05,no_rain:0.9869624972343445 
2025-11-15T12:25:43.649725,0.05,no_rain:0.9869065284729004 
2025-11-15T12:30:10.368205,2.75,no_rain:0.9452769756317139 
2025-11-15T12:30:34.643391,5.699999999999999,no_rain:0.9884260892868042 
2025-11-15T12:30:58.922350,0.95,no_rain:0.991707980632782 
2025-11-15T12:31:23.047499,0.05,no_rain:0.9906874299049377 
2025-11-15T12:31:47.269279,0.25,no_rain:0.9882099628448486 
2025-11-15T12:38:37.621463,0.2,no_rain:0.9910336136817932 
2025-11-15T12:42:40.312739,0.05,no_rain:0.9859378933906555 
2025-11-15T13:07:59.373094,0.05,no_rain:0.9913546442985535 
2025-11-15T13:10:48.236176,0.15,no_rain:0.9919266700744629 
2025-11-15T13:11:12.367775,0.44999999999999996,no_rain:0.9914831519126892 
2025-11-15T13:11:36.465683,0.05,no_rain:0.9918117523193359 
2025-11-15T13:12:48.837564,0.3,no_rain:0.9913316965103149 
2025-11-15T13:41:28.051245,0.15,no_rain:0.9906439781188965 
2025-11-15T13:51:55.103165,0.25,no_rain:0.991166889667511 
2025-11-15T13:52:19.222946,0.15,no_rain:0.9921424388885498 
2025-11-15T13:52:43.336997,0.05,no_rain:0.9909622073173523 
2025-11-15T14:00:45.813695,0.05,no_rain:0.9907512664794922 
2025-11-15T14:01:09.878877,0.35000000000000003,no_rain:0.9903911352157593 
2025-11-15T14:01:33.946589,0.2,no_rain:0.9915357828140259 
2025-11-15T14:07:35.858505,0.2,no_rain:0.9912946820259094 
2025-11-15T14:13:16.610926,0.35000000000000003,no_rain:0.9896929860115051 
2025-11-15T14:14:29.317079,0.05,no_rain:0.9921857714653015 
2025-11-15T14:14:53.542527,0.15,no_rain:0.9901082515716553 
2025-11-15T14:17:18.813890,0.2,no_rain:0.9900678396224976 
2025-11-15T14:19:20.155462,0.15,no_rain:0.9917091727256775 
2025-11-15T14:29:48.969604,0.2,no_rain:0.992516815662384 
2025-11-15T14:34:15.289835,0.2,no_rain:0.9923743605613708 
2025-11-15T14:42:16.749904,0.05,no_rain:0.9910244941711426 
2025-11-15T14:44:41.493749,0.05,no_rain:0.9917157292366028 
2025-11-15T14:50:43.821937,0.05,no_rain:0.9924508929252625 
2025-11-15T14:54:20.495109,0.25,no_rain:0.992407500743866 
2025-11-15T15:01:59.626086,0.05,no_rain:0.9918841123580933 
2025-11-15T15:11:41.626925,0.2,no_rain:0.990942656993866 
2025-11-15T15:18:10.360816,0.2,no_rain:0.9916372895240784 
2025-11-15T15:19:46.947168,0.25,no_rain:0.9909125566482544 
2025-11-15T15:20:11.236473,0.15,no_rain:0.9913808703422546 
2025-11-15T15:21:23.674625,1.7000000000000002,no_rain:0.991913914680481 
2025-11-15T15:23:24.529235,0.5,no_rain:0.9895229935646057 
2025-11-15T15:23:48.675680,1.45,no_rain:0.9918490648269653 
2025-11-15T15:24:12.755195,3.4499999999999997,no_rain:0.9915313720703125 
2025-11-15T15:27:02.059553,0.15,no_rain:0.9902018904685974 
2025-11-15T15:27:50.273290,0.15,no_rain:0.9924615025520325 
2025-11-15T15:28:14.469096,0.2,no_rain:0.9910517334938049 
2025-11-15T15:28:38.529114,0.25,no_rain:0.990974485874176 
2025-11-15T15:34:41.487586,0.05,no_rain:0.9917820692062378 
2025-11-15T15:35:29.687690,0.2,no_rain:0.9917401075363159 
2025-11-15T15:35:53.758861,0.05,no_rain:0.9918482303619385 
2025-11-15T15:37:54.824203,0.05,no_rain:0.9899271726608276 
2025-11-15T15:41:56.598498,0.3,no_rain:0.9914754629135132 
2025-11-15T15:43:08.892474,0.05,no_rain:0.9912550449371338 
2025-11-15T15:43:32.965708,0.8500000000000001,no_rain:0.9892793297767639 
2025-11-15T15:44:21.136884,0.05,no_rain:0.991070032119751 
2025-11-15T15:45:33.669220,0.35000000000000003,no_rain:0.9911205172538757 
2025-11-15T15:46:46.269884,0.2,no_rain:0.9911553859710693 
2025-11-15T15:47:10.351820,0.3,no_rain:0.9921292066574097 
2025-11-15T15:50:47.195006,0.05,no_rain:0.9916503429412842 
2025-11-15T15:52:23.876208,0.15,no_rain:0.9919483661651611 
2025-11-15T15:53:12.177166,0.05,no_rain:0.9917389154434204 
2025-11-15T15:54:00.313987,0.05,no_rain:0.9909176230430603 
2025-11-15T15:55:12.695436,0.05,no_rain:0.9915558099746704 
2025-11-15T16:03:17.765069,0.3,no_rain:0.9928643703460693 
2025-11-15T16:18:56.754738,0.2,no_rain:0.991815984249115 
2025-11-15T16:20:33.264045,0.35000000000000003,no_rain:0.9911463856697083 
2025-11-15T16:35:00.916613,0.2,no_rain:0.9917984008789062 
2025-11-15T16:38:37.453490,0.25,no_rain:0.992712140083313 
2025-11-15T16:46:39.434217,0.2,no_rain:0.9928349256515503 
2025-11-15T16:52:17.343046,0.05,rain:0.9584901332855225 
2025-11-15T16:57:31.843663,1.55,rain:0.9069077968597412 
2025-11-15T16:58:44.258315,0.05,rain:0.8902330994606018 
2025-11-15T16:59:08.292860,0.2,rain:0.7928434014320374 
2025-11-15T17:01:08.391049,0.05,
2025-11-15T17:12:23.590854,17.6,rain:0.9908784031867981 
2025-11-15T17:12:47.708482,11.200000000000001,rain:0.9926262497901917 
2025-11-15T17:16:00.332394,0.05,rain:0.992608368396759 
2025-11-15T17:22:01.862301,0.05,rain:0.9924577474594116 
2025-11-15T17:26:02.814940,3.4499999999999997,rain:0.9923052191734314 
2025-11-15T18:00:20.209920,0.2,rain:0.991612434387207 
2025-11-15T18:40:14.547383,0.15,rain:0.9849515557289124 rain:0.770305335521698 
2025-11-15T18:43:27.185506,0.05,rain:0.9897887110710144 
2025-11-15T21:00:08.728142,0.2,rain:0.9924817681312561 
