Time,Number of drops per frame,rain on ground
2025-11-27T07:11:05.977856,0.15,
2025-11-27T07:18:42.412534,0.15,
2025-11-27T07:22:42.699379,0.05,
2025-11-27T07:24:18.818876,0.15,
2025-11-27T07:26:19.053280,0.35000000000000003,
2025-11-27T07:27:31.213110,0.15,
2025-11-27T07:27:55.271651,0.3,
2025-11-27T07:28:19.320073,0.15,
2025-11-27T07:31:55.595083,0.15,
2025-11-27T07:35:55.912389,0.55,
2025-11-27T07:36:43.972720,0.15,
2025-11-27T07:44:21.098443,0.7000000000000001,
2025-11-27T07:54:00.667509,0.05,
2025-11-27T07:56:48.988813,0.05,
2025-11-27T07:57:13.041307,0.05,
2025-11-27T07:59:37.350205,0.05,
2025-11-27T08:09:14.489333,0.05,
2025-11-27T08:12:50.920230,0.15,
2025-11-27T08:14:51.158821,0.15,
2025-11-27T08:18:27.574698,0.05,
2025-11-27T08:18:51.598343,0.2,
2025-11-27T08:19:15.661664,0.05,
2025-11-27T08:20:03.751482,0.05,
2025-11-27T08:21:15.891215,0.05,
2025-11-27T08:22:52.097845,0.35000000000000003,
2025-11-27T08:23:16.140017,0.15,
2025-11-27T08:25:16.356596,0.05,
2025-11-27T08:28:04.552638,0.05,
2025-11-27T08:28:52.546132,0.05,
2025-11-27T08:29:16.557798,0.05,
2025-11-27T08:29:40.561726,0.05,
2025-11-27T08:30:04.558938,0.44999999999999996,
2025-11-27T08:30:28.566557,0.2,
2025-11-27T08:31:16.565215,0.2,
2025-11-27T08:32:28.561731,0.15,
2025-11-27T08:32:52.552495,0.05,
2025-11-27T08:33:16.551040,0.15,
2025-11-27T08:33:40.551338,0.15,
2025-11-27T08:34:28.550338,0.05,
2025-11-27T08:34:52.551184,0.15,
2025-11-27T08:35:16.548708,0.05,
2025-11-27T08:37:16.545348,0.05,
2025-11-27T08:38:04.546566,0.15,
2025-11-27T08:38:28.551092,0.05,
2025-11-27T08:39:16.550704,0.3,
2025-11-27T08:40:04.549693,0.05,
2025-11-27T08:40:28.549389,0.25,
2025-11-27T08:40:52.548931,0.15,
2025-11-27T08:42:53.286333,0.05,
2025-11-27T08:43:41.397654,0.15,
2025-11-27T08:44:29.439182,0.15,
2025-11-27T08:44:53.452232,0.25,
2025-11-27T08:45:41.447774,0.05,
2025-11-27T08:46:29.450665,0.6,
2025-11-27T08:47:17.478853,0.3,
2025-11-27T08:49:41.484456,0.05,
2025-11-27T08:51:41.494434,0.6,
2025-11-27T08:52:05.515654,0.05,
2025-11-27T08:52:29.517495,0.15,
2025-11-27T08:52:53.517609,0.05,
2025-11-27T08:55:43.222047,0.3,
2025-11-27T08:56:08.112891,0.05,
2025-11-27T08:56:32.144175,0.05,
2025-11-27T08:56:56.152677,0.05,
2025-11-27T08:57:44.168020,0.2,
2025-11-27T08:58:32.167735,0.05,
2025-11-27T08:58:56.173090,0.3,
2025-11-27T08:59:20.168168,0.15,
2025-11-27T09:01:45.098608,0.05,
2025-11-27T09:03:45.793078,0.2,
2025-11-27T09:04:57.853311,0.35000000000000003,
2025-11-27T09:05:21.869605,0.05,
2025-11-27T09:07:46.044531,0.05,
2025-11-27T09:08:34.221711,0.05,
2025-11-27T09:09:22.291442,0.25,
2025-11-27T09:10:34.384982,0.05,
2025-11-27T09:12:34.537810,0.3,
2025-11-27T09:13:46.653761,0.15,
2025-11-27T09:14:10.683161,0.05,
2025-11-27T09:14:34.718848,0.35000000000000003,
2025-11-27T09:16:10.851982,0.05,
2025-11-27T09:16:58.905102,0.05,
2025-11-27T09:18:11.022040,0.05,
2025-11-27T09:18:59.092595,0.05,
2025-11-27T09:20:11.534861,0.05,
2025-11-27T09:20:35.688260,0.05,
2025-11-27T09:21:48.149503,0.15,
2025-11-27T09:22:36.574547,0.25,
2025-11-27T09:23:00.714421,0.05,
2025-11-27T09:29:01.854497,0.05,rain:0.7091944217681885 
2025-11-27T09:30:13.979259,0.05,
2025-11-27T09:31:02.048993,0.15,
2025-11-27T09:35:02.394343,0.25,
2025-11-27T09:35:50.377068,0.05,
2025-11-27T09:39:02.468116,0.25,
2025-11-27T09:40:38.630803,0.05,
2025-11-27T09:41:50.718492,0.05,
2025-11-27T09:45:02.991778,0.3,
2025-11-27T09:47:51.230770,0.05,
2025-11-27T09:48:15.272212,0.05,
2025-11-27T09:51:27.582477,0.05,
2025-11-27T09:51:51.611902,0.15,
2025-11-27T09:56:17.287108,0.25,
2025-11-27T09:57:05.286551,0.05,
2025-11-27T09:59:29.721978,0.05,
2025-11-27T10:00:17.766138,0.05,
2025-11-27T10:02:17.886523,0.15,
2025-11-27T10:02:41.946790,0.05,
2025-11-27T10:05:54.258620,0.2,
2025-11-27T10:07:54.369432,0.05,
2025-11-27T10:08:18.396707,0.05,
2025-11-27T10:09:30.614576,0.15,
2025-11-27T10:16:19.978793,0.15,
2025-11-27T10:21:08.059894,0.2,
2025-11-27T10:21:32.086291,0.05,
2025-11-27T10:23:56.358456,0.05,
2025-11-27T10:24:20.414583,0.05,
2025-11-27T10:24:44.457002,0.15,
2025-11-27T10:25:32.541359,0.05,
2025-11-27T10:28:44.913911,0.05,
2025-11-27T10:31:57.282232,0.75,
2025-11-27T10:32:45.376855,0.05,
2025-11-27T10:33:09.430559,0.05,
2025-11-27T10:33:57.517855,0.05,
2025-11-27T10:34:45.614246,0.05,
2025-11-27T10:38:22.028781,0.15,
2025-11-27T10:43:34.221055,0.05,
2025-11-27T10:45:10.251577,0.05,
2025-11-27T10:48:46.307457,0.05,
2025-11-27T10:49:10.317898,0.2,
2025-11-27T10:49:34.325811,0.05,
