Time,Number of drops per frame,rain on ground
2025-11-22T00:00:08.980629,0.15,rain:0.7571152448654175 
2025-11-22T03:00:08.817306,0.05,rain:0.8366301655769348 
2025-11-22T06:00:03.534921,0.05,
2025-11-22T07:07:17.534270,0.15,rain:0.9114806652069092 
2025-11-22T07:08:53.901529,0.05,rain:0.9441462159156799 
2025-11-22T07:10:30.411696,0.15,rain:0.9587212800979614 
2025-11-22T07:11:43.190493,0.25,rain:0.9611937403678894 
2025-11-22T07:12:31.680076,0.05,rain:0.8916411399841309 
2025-11-22T07:13:44.417943,0.05,rain:0.8544779419898987 
2025-11-22T07:15:20.900614,0.25,rain:0.8698754906654358 
2025-11-22T07:16:33.139836,0.3,rain:0.9149559736251831 
2025-11-22T07:16:57.261002,0.15,rain:0.926089346408844 
2025-11-22T07:18:57.818157,0.15,rain:0.8197162747383118 
2025-11-22T07:20:10.115318,0.25,rain:0.8634265065193176 
2025-11-22T07:21:46.486968,0.05,rain:0.8541010618209839 
2025-11-22T07:43:50.800668,0.15,
2025-11-22T07:45:51.059695,0.15,
2025-11-22T07:49:51.582107,0.2,
2025-11-22T07:52:16.021704,0.2,
2025-11-22T07:56:15.998067,0.2,
2025-11-22T08:00:16.049432,0.05,rain:0.7191807627677917 
2025-11-22T08:01:28.136499,0.35000000000000003,
2025-11-22T08:03:04.189842,0.05,
2025-11-22T08:08:16.702935,0.05,
2025-11-22T08:12:17.451292,0.15,
2025-11-22T08:15:05.470724,0.2,
2025-11-22T08:23:31.810953,0.15,
2025-11-22T08:23:55.834329,0.2,
2025-11-22T08:25:07.938222,0.15,
2025-11-22T08:25:31.953302,0.15,
2025-11-22T08:26:44.072556,0.15,
2025-11-22T08:27:56.189474,0.2,
2025-11-22T08:30:44.384346,0.25,
2025-11-22T08:37:32.394678,0.15,
2025-11-22T08:44:20.376602,0.2,
2025-11-22T08:51:08.989289,0.2,
2025-11-22T08:53:08.959891,0.15,
2025-11-22T08:54:44.955605,0.3,rain:0.7305363416671753 
2025-11-22T08:55:08.986585,0.2,
2025-11-22T08:56:21.111556,0.2,rain:0.7042462229728699 
2025-11-22T08:57:33.326957,0.2,rain:0.7637521028518677 
2025-11-22T08:59:33.575637,0.25,rain:0.726029098033905 
2025-11-22T08:59:57.661879,0.25,rain:0.7998986840248108 
2025-11-22T09:01:58.978952,0.15,rain:0.8292146325111389 
2025-11-22T09:05:12.086910,0.2,rain:0.8940884470939636 
2025-11-22T09:08:24.696076,0.15,
2025-11-22T09:10:00.871817,0.25,
2025-11-22T09:13:36.848496,0.05,
2025-11-22T09:16:00.852397,0.15,
2025-11-22T09:16:48.938373,0.15,rain:0.8241294622421265 
2025-11-22T09:17:12.956228,0.15,rain:0.7559858560562134 
2025-11-22T09:22:01.274054,0.2,rain:0.810319721698761 
2025-11-22T09:22:25.306470,0.15,rain:0.7224476933479309 
2025-11-22T09:22:49.346632,0.25,rain:0.705109179019928 
2025-11-22T09:25:14.841042,0.35000000000000003,rain:0.7340669631958008 
2025-11-22T09:26:51.564305,0.2,rain:0.8155854344367981 
2025-11-22T09:28:04.127111,0.15,rain:0.8714053630828857 
2025-11-22T09:29:40.389587,0.05,
2025-11-22T09:30:04.388579,0.25,
2025-11-22T09:31:16.494673,0.35000000000000003,
2025-11-22T09:32:04.525114,0.35000000000000003,
2025-11-22T09:32:28.521086,0.15,
2025-11-22T09:39:40.865258,0.35000000000000003,
2025-11-22T09:41:41.269360,0.2,rain:0.7702255845069885 
2025-11-22T09:42:05.284730,0.05,rain:0.7204526662826538 
2025-11-22T09:42:53.371681,0.25,rain:0.7273345589637756 
2025-11-22T09:45:41.572607,0.05,
2025-11-22T09:46:29.770663,0.15,rain:0.9375653266906738 
2025-11-22T09:47:42.110105,0.2,rain:0.9590752124786377 
2025-11-22T09:56:33.277787,0.2,rain:0.8096359372138977 
2025-11-22T09:57:21.839829,0.05,rain:0.8008819222450256 
2025-11-22T09:58:10.345173,0.15,rain:0.759332537651062 
2025-11-22T09:58:34.561564,0.25,rain:0.8400201797485352 
2025-11-22T10:00:11.014819,0.15,rain:0.8326905369758606 
2025-11-22T10:00:59.184552,0.15,rain:0.8988428115844727 
2025-11-22T10:04:59.582284,0.2,
2025-11-22T10:06:35.521915,0.3,
2025-11-22T10:13:23.090233,0.25,rain:0.8359806537628174 
2025-11-22T10:13:47.211645,0.2,
2025-11-22T10:16:12.018369,0.05,rain:0.920327365398407 rain:0.8714732527732849 
2025-11-22T10:20:13.374997,0.25,rain:0.9135938882827759 
2025-11-22T10:21:49.865899,0.05,rain:0.9706750512123108 rain:0.9396255016326904 
2025-11-22T10:23:26.450587,0.25,rain:0.9245137572288513 
2025-11-22T10:25:03.352546,0.15,rain:0.8816537261009216 
